SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_DOCUMENT_17,AMT_REQ_CREDIT_BUREAU_YEAR
100389,0,Cash loans,M,Y,Y,0,247500,1971072,68643,1800000,Unaccompanied,Working,Higher education,Married,House / apartment,-14216,Core staff,Self-employed,0.558581584,0.748204083,0.739411754,0,1
100390,0,Cash loans,F,N,N,0,90000,555273,14778,463500,Family,State servant,Higher education,Married,House / apartment,-11799,High skill tech staff,Transport: type 4,,0.733213771,0.6577838,0,0
100391,0,Cash loans,F,N,Y,1,153000,808650,26217,675000,Family,Working,Secondary / secondary special,Single / not married,House / apartment,-18315,Sales staff,Other,0.635034708,0.458152518,0.832785025,0,2
100392,0,Revolving loans,M,Y,N,2,180000,180000,9000,180000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,With parents,-12325,Labourers,Business Entity Type 3,0.097682005,0.26265627,0.729566691,0,0
100393,0,Cash loans,M,Y,Y,2,405000,2250000,59485.5,2250000,Unaccompanied,Working,Higher education,Married,House / apartment,-14966,Core staff,Police,,0.682320067,0.692559067,0,1
100394,0,Cash loans,M,N,Y,0,112500,178290,11034,157500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23721,,XNA,,0.657463577,,0,4
100395,0,Cash loans,M,Y,Y,0,225000,888840,32053.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16719,Drivers,Business Entity Type 2,0.634741694,0.775615023,0.740799088,0,2
100396,1,Cash loans,M,N,N,0,112500,417024,25330.5,360000,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13707,,XNA,,0.293987585,0.115386662,0,1
100397,0,Cash loans,F,N,Y,0,144000,1417185,37512,1237500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-22767,Medicine staff,Medicine,,0.790969813,0.719490785,0,2
100398,0,Cash loans,F,N,Y,0,81000,180000,8658,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-20010,Cleaning staff,Police,0.574437653,0.545453557,,0,
100400,0,Cash loans,F,N,N,0,270000,536917.5,28467,463500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,,XNA,,0.442294661,0.802745476,0,1
100401,1,Cash loans,F,N,Y,0,202500,343683,16663.5,261000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-20200,,XNA,,0.622574686,,0,
100402,0,Cash loans,F,N,Y,0,81000,276277.5,21825,238500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-19780,,XNA,,,,0,
100403,0,Cash loans,M,Y,Y,0,315000,1350000,39604.5,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,-10615,Sales staff,Business Entity Type 3,0.137062346,0.324173885,0.486653157,0,1
100405,0,Cash loans,M,Y,Y,0,180000,450000,22018.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-8598,Core staff,Police,0.19962486,0.381816634,,0,
100406,0,Cash loans,F,N,Y,0,135000,468648,34101,414000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20846,,XNA,,0.160741339,0.7136314,0,3
100407,0,Cash loans,F,N,N,0,157500,521280,26743.5,450000,Family,Working,Higher education,Married,House / apartment,-11582,Security staff,Government,0.431067686,0.540298243,0.495665829,0,2
100408,0,Cash loans,F,N,Y,0,81000,454500,29173.5,454500,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,-15781,Cleaning staff,Business Entity Type 3,,0.435251312,,0,
100409,0,Cash loans,M,N,Y,0,112500,454500,23337,454500,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10547,Drivers,Industry: type 3,,0.518012973,0.340906426,0,2
100410,0,Cash loans,F,Y,N,0,180000,1258650,56277,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14239,Managers,Business Entity Type 3,,0.776310708,,0,
100411,0,Cash loans,M,Y,N,1,450000,1035832.5,33412.5,904500,Unaccompanied,Working,Higher education,Married,House / apartment,-19410,Managers,Self-employed,,0.609780699,0.223831317,0,0
100412,0,Cash loans,F,Y,Y,2,135000,318528,25294.5,252000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11039,Medicine staff,Medicine,0.411615588,0.633434963,,0,
100413,0,Cash loans,M,N,Y,0,90000,90000,9351,90000,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,-22768,,XNA,,0.651336115,,0,
100414,0,Cash loans,F,N,Y,0,112500,533304,27360,405000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-12360,Sales staff,Self-employed,,0.557007712,0.651260219,0,4
100415,0,Cash loans,F,N,Y,2,112500,792162,38241,630000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-13552,Sales staff,Self-employed,0.77962425,0.233825716,0.832785025,0,0
100417,0,Cash loans,F,N,Y,0,180000,755190,36459,675000,Family,Working,Secondary / secondary special,Widow,House / apartment,-16129,Core staff,Hotel,,0.355230817,0.712155155,0,2
100418,0,Cash loans,F,N,N,0,135000,521280,31500,450000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-13284,Sales staff,Government,0.48528928,0.737664151,0.463275328,0,0
100419,0,Cash loans,F,N,Y,0,112500,454500,13419,454500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-20434,,XNA,,0.660828991,0.384206813,0,0
100420,0,Cash loans,F,N,Y,3,54000,91692,9198,81000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14283,Sales staff,Business Entity Type 2,,0.610425723,0.355638717,0,0
100421,0,Cash loans,M,Y,N,0,450000,900000,32017.5,900000,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,-19082,Managers,Business Entity Type 3,,0.688238786,0.389338792,0,2
100423,0,Cash loans,F,Y,Y,0,472500,1327648.5,42957,1039500,Unaccompanied,Working,Higher education,Married,House / apartment,-16376,High skill tech staff,Self-employed,0.802866792,0.050915603,0.712155155,0,3
100424,1,Cash loans,M,N,Y,0,112500,117162,12433.5,103500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-18302,Labourers,Other,,0.500608709,0.554946769,0,1
100425,0,Cash loans,F,Y,Y,2,90000,688500,20259,688500,Family,Working,Higher education,Married,House / apartment,-12982,Core staff,Kindergarten,0.340205736,0.335586176,0.710674386,0,0
100427,0,Cash loans,F,N,N,1,67500,450000,30442.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,-13455,Managers,Postal,,0.396484608,0.492060094,0,0
100428,0,Cash loans,F,Y,Y,0,90000,1224990,35946,877500,Unaccompanied,Working,Higher education,Married,House / apartment,-19998,Drivers,Self-employed,0.851905453,0.561287656,0.537069958,0,1
100429,0,Cash loans,M,N,Y,0,180000,629325,26793,562500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15438,Labourers,Government,0.177097583,0.262995214,0.090220939,0,0
100430,0,Cash loans,F,N,Y,1,90000,157914,17136,139500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-8650,Core staff,Other,,0.216048218,,0,2
100431,0,Cash loans,F,N,Y,1,157500,1724220,47542.5,1350000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-19642,Labourers,Business Entity Type 3,,0.414192778,0.000527265,0,6
100432,0,Cash loans,F,N,N,0,90000,495000,25272,495000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10347,Secretaries,Government,0.243312834,0.699216859,0.733814537,0,2
100433,0,Cash loans,F,N,Y,1,157500,472500,45454.5,454500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-16048,Sales staff,Self-employed,0.732647309,0.199543089,0.785052026,0,1
100434,0,Cash loans,F,N,Y,1,202500,280170,30303,247500,Unaccompanied,State servant,Secondary / secondary special,Separated,Municipal apartment,-17860,Medicine staff,Other,,0.712768463,0.387625344,0,3
100435,0,Cash loans,F,N,Y,0,112500,450000,16294.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16462,,Industry: type 9,,0.66188686,0.680138822,0,0
100436,0,Revolving loans,F,N,Y,0,112500,405000,20250,405000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-19345,Sales staff,Business Entity Type 3,,0.731872764,0.6577838,0,4
100437,0,Cash loans,F,N,Y,1,67500,817560,30951,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21401,,XNA,0.741782629,0.730751283,0.636376171,0,2
100439,1,Cash loans,M,N,Y,0,81000,312840,22891.5,247500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-8038,High skill tech staff,Industry: type 9,,0.482209185,0.065109614,0,1
100440,0,Cash loans,F,N,Y,0,40500,127350,7438.5,112500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-23903,,XNA,,0.096610037,0.785052026,0,2
100441,0,Cash loans,F,N,Y,0,135000,269550,11416.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20171,,XNA,,0.604382047,0.669056695,0,6
100442,0,Cash loans,F,N,N,0,148500,805536,32076,720000,Children,State servant,Secondary / secondary special,Married,House / apartment,-18715,Cooking staff,Medicine,0.718754131,0.772571117,,0,
100443,0,Cash loans,F,N,Y,0,144000,456273,23296.5,346500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23054,,XNA,,0.427934188,0.651260219,0,1
100448,0,Cash loans,F,N,Y,2,202500,598486.5,25290,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11693,Sales staff,Business Entity Type 3,,0.597764868,0.665854922,0,1
100449,0,Cash loans,F,N,Y,0,157500,942300,27679.5,675000,Unaccompanied,Working,Higher education,Separated,House / apartment,-16832,Labourers,Business Entity Type 1,,0.611880803,0.486653157,0,0
100451,0,Cash loans,F,N,Y,0,144000,446931,16978.5,369000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-19501,Labourers,Business Entity Type 2,,0.652755063,0.344155007,0,5
100452,1,Cash loans,M,N,Y,1,171000,1009566,36391.5,904500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18767,,Business Entity Type 3,,0.266519775,,0,
100453,0,Cash loans,M,Y,N,2,247500,521280,27423,450000,Unaccompanied,Working,Higher education,Married,House / apartment,-12191,,Business Entity Type 3,,0.636496361,0.681705878,0,1
100454,0,Revolving loans,M,Y,Y,3,607500,1350000,67500,1350000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-13530,Managers,Other,,0.623473473,,0,0
100455,0,Cash loans,F,Y,Y,2,135000,830214,24273,693000,Unaccompanied,Working,Higher education,Married,House / apartment,-11523,Core staff,Transport: type 2,0.183379205,0.72386,0.703203305,0,0
100456,0,Cash loans,M,Y,Y,1,211500,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12360,Drivers,Other,0.283291972,0.548726261,0.187388765,0,2
100457,0,Revolving loans,F,Y,Y,0,211500,270000,13500,270000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-8922,Core staff,Trade: type 2,0.409581187,0.656778717,,0,
100458,0,Cash loans,F,N,N,0,90000,808650,26217,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-20646,,XNA,0.575940945,0.552811189,0.662637792,0,0
100459,0,Revolving loans,M,Y,Y,0,270000,225000,11250,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15832,Drivers,Business Entity Type 3,,0.734635773,0.256705572,0,0
100460,0,Revolving loans,F,N,N,0,315000,540000,27000,540000,Unaccompanied,Commercial associate,Higher education,Single / not married,Rented apartment,-9842,,Business Entity Type 3,0.439872716,0.349457331,0.633031641,0,0
100461,0,Cash loans,F,Y,Y,0,252000,288873,16713,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15868,Core staff,School,0.678347912,0.262055336,0.511891802,0,3
100462,0,Cash loans,M,N,N,0,111919.5,152820,7911,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16395,Labourers,Business Entity Type 2,,0.490758416,0.465069215,0,0
100463,0,Cash loans,F,N,N,0,112500,263686.5,15268.5,238500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-14402,,XNA,,0.649103049,0.700183851,0,5
100464,0,Cash loans,M,N,N,0,112500,345510,17640,247500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-9825,Drivers,Self-employed,,0.361107289,0.767523105,0,1
100465,0,Cash loans,M,N,N,0,135000,545040,20677.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15783,Labourers,Business Entity Type 2,0.626079549,0.603388177,,0,2
100467,0,Cash loans,F,N,N,0,81000,225000,13284,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-17935,Labourers,Trade: type 3,,0.425965317,,0,
100468,0,Cash loans,F,Y,N,0,112500,900000,23872.5,900000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-18287,,XNA,,0.243040993,,0,
100469,0,Revolving loans,M,Y,Y,0,450000,1350000,67500,1350000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-10485,Managers,Transport: type 4,0.521039476,0.491982635,,0,
100470,0,Cash loans,F,Y,Y,0,225000,1345500,39469.5,1345500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-15601,,Business Entity Type 2,,0.619852672,0.6577838,0,0
100471,0,Cash loans,F,Y,Y,1,112500,697500,35743.5,697500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15150,Labourers,Services,,0.627433317,,0,
100472,1,Cash loans,M,Y,Y,1,135000,545040,26509.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13923,Labourers,Self-employed,,0.365807235,0.24318648,0,0
100473,0,Cash loans,M,Y,Y,0,405000,1483231.5,51687,1354500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-16245,Managers,Business Entity Type 3,0.517230831,0.599813723,0.374020803,0,3
100474,0,Revolving loans,M,Y,N,0,450000,900000,45000,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-23045,Managers,Electricity,0.844486982,0.718292114,,0,
100475,0,Revolving loans,F,Y,Y,0,405000,495000,24750,495000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,-20165,Accountants,Self-employed,,0.779766072,0.176652579,0,1
100476,0,Cash loans,M,Y,Y,1,225000,509922,31324.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18469,Labourers,Other,,0.366020332,0.528092751,0,0
100477,1,Cash loans,M,Y,Y,1,112500,284400,22599,225000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-13715,Drivers,Business Entity Type 3,0.303693418,0.61602712,0.079059696,0,3
100478,0,Cash loans,F,N,Y,1,90000,393543,20223,328500,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-11935,Labourers,Business Entity Type 3,0.54106906,0.523879504,0.644679455,0,3
100479,0,Revolving loans,M,Y,Y,0,90000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-9496,Labourers,Business Entity Type 3,0.084901925,0.573583808,0.452533559,0,1
100480,0,Cash loans,M,N,N,0,450000,473760,50269.5,450000,Group of people,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10046,IT staff,Business Entity Type 3,,0.664241634,,0,
100481,0,Revolving loans,M,Y,Y,0,180000,540000,27000,540000,Family,Working,Secondary / secondary special,Married,House / apartment,-17599,Labourers,Business Entity Type 3,,0.655076069,0.775155267,0,0
100482,0,Cash loans,F,Y,Y,0,112500,445500,16924.5,445500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-18579,Medicine staff,Medicine,,0.306789427,0.698667555,0,6
100485,1,Revolving loans,M,Y,N,1,270000,810000,40500,810000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11353,Security staff,Security,,0.335981229,0.577969119,0,0
100486,0,Cash loans,F,N,Y,0,58500,172021.5,12991.5,148500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23794,,XNA,,0.448733724,0.651260219,0,3
100487,0,Cash loans,M,Y,N,0,121500,630747,22783.5,544500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-16476,,XNA,,0.343412022,,0,
100488,0,Cash loans,F,Y,N,1,270000,364896,24075,315000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-15300,Core staff,Other,0.582154847,0.645088111,0.676992503,0,0
100489,0,Cash loans,M,N,Y,0,90000,238500,25816.5,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19833,Labourers,Business Entity Type 2,0.710823594,0.408432005,,0,1
100490,1,Cash loans,M,N,N,0,135000,755190,38686.5,675000,Family,Working,Secondary / secondary special,Separated,House / apartment,-9684,Security staff,Security,0.20337097,0.281799441,,0,
100491,0,Cash loans,M,Y,N,0,193500,314100,17167.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-12018,Drivers,Self-employed,0.150955922,0.08262713,,0,
100492,0,Cash loans,F,N,Y,3,450000,716161.5,57550.5,634500,Unaccompanied,State servant,Higher education,Separated,House / apartment,-12662,Core staff,University,0.647561499,0.625816576,0.307736696,0,5
100493,0,Cash loans,F,Y,Y,0,270000,1288350,41692.5,1125000,Unaccompanied,Working,Higher education,Married,House / apartment,-18651,,Self-employed,,0.692166411,0.349055251,0,2
100495,0,Cash loans,F,Y,N,1,112500,832500,29623.5,832500,Children,Working,Secondary / secondary special,Married,House / apartment,-13494,,Medicine,,0.536265608,0.782607837,0,0
100496,0,Cash loans,F,N,Y,0,450000,1125000,33025.5,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18627,Sales staff,Business Entity Type 3,,0.567395128,,0,1
100497,0,Revolving loans,M,N,Y,0,135000,180000,9000,180000,Other_B,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8956,Low-skill Labourers,Business Entity Type 2,0.301635606,0.719295471,0.729566691,0,0
100498,0,Cash loans,M,N,Y,0,112500,485190,24903,405000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16468,,Business Entity Type 3,,0.361334347,0.275000352,0,4
100499,0,Cash loans,F,Y,Y,0,225000,678996,36963,540000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-13229,,Business Entity Type 3,,0.589715822,0.786266615,0,4
100500,0,Cash loans,F,N,N,0,202500,840951,35631,679500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-18522,Labourers,Business Entity Type 3,0.725738736,0.66805923,0.634705531,0,4
100501,0,Cash loans,M,N,N,1,247500,1125000,29808,1125000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-13816,Labourers,Electricity,,0.529777585,0.634705531,0,0
100502,0,Cash loans,F,Y,Y,0,202500,485640,41674.5,450000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,-16121,Core staff,Kindergarten,,0.750614655,0.597192427,0,1
100503,0,Cash loans,F,N,Y,0,189000,876019.5,34870.5,783000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22524,,XNA,,0.618439801,0.329655054,0,6
100504,0,Cash loans,F,N,Y,0,157500,187704,12672,148500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18271,Core staff,Business Entity Type 3,,0.54217692,0.266456808,0,1
100505,0,Cash loans,M,Y,Y,3,225000,675000,24799.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17222,Security staff,Transport: type 1,,0.64347937,0.656158373,0,4
100506,0,Cash loans,M,Y,Y,0,112500,345645,16240.5,243000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14671,,Business Entity Type 3,,0.545149924,,0,
100507,0,Cash loans,M,N,N,1,202500,450000,42075,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-7747,Sales staff,Trade: type 2,,0.266327452,0.586740009,0,1
100508,0,Cash loans,F,Y,Y,0,450000,1971072,62019,1800000,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,-18268,Managers,Trade: type 3,0.746108344,0.77436809,0.344155007,0,1
100509,0,Cash loans,F,N,Y,0,90000,339241.5,12312,238500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-21987,,XNA,,0.694500468,0.652896552,0,2
100511,0,Cash loans,F,N,N,0,85500,454500,19255.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11519,Sales staff,Self-employed,0.412063094,0.39180586,0.475849909,0,0
100513,0,Cash loans,F,N,Y,0,180000,848745,36090,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18344,,Business Entity Type 3,0.750607777,0.625078899,,0,
100514,0,Cash loans,M,N,Y,0,270000,265306.5,28701,252000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-15187,,XNA,0.296512113,0.597712288,0.461482391,0,4
100515,0,Cash loans,F,N,Y,0,157500,1032093,43857,922500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-17668,Labourers,Business Entity Type 3,,0.587491833,0.639707568,0,3
100516,0,Cash loans,F,N,N,0,157500,117000,11700,117000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20792,,XNA,,0.674395312,0.798137231,0,2
100518,0,Revolving loans,F,N,Y,0,117000,202500,10125,202500,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,-22681,,XNA,,0.580362106,,0,
100519,0,Cash loans,F,N,N,0,112500,625536,27684,540000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-19031,,XNA,,0.273554161,0.53348163,0,4
100520,0,Revolving loans,F,N,Y,0,135000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-20143,Labourers,Business Entity Type 3,0.504049017,0.326078753,,0,
100521,0,Revolving loans,F,N,N,0,157500,225000,11250,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20523,,XNA,0.713866557,0.543956757,0.126100559,0,2
100522,0,Cash loans,F,Y,Y,1,180000,343683,20898,261000,Children,Working,Secondary / secondary special,Married,House / apartment,-10933,,Business Entity Type 3,,0.533186281,0.385914672,0,0
100523,0,Cash loans,M,Y,Y,0,225000,1096020,52857,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18278,Low-skill Labourers,Business Entity Type 3,,0.496650727,0.627990819,0,2
100524,0,Cash loans,M,N,Y,0,112500,284400,20740.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10936,,Business Entity Type 3,,0.682144661,,0,
100525,0,Cash loans,M,N,Y,0,157500,215640,11421,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15191,Labourers,Self-employed,,0.499274787,,0,0
100526,0,Cash loans,M,Y,N,1,144000,90000,8253,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-13227,Drivers,Self-employed,,0.460102016,,0,
100527,0,Revolving loans,F,N,N,0,112500,270000,13500,270000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,-9393,Accountants,Bank,0.239312357,0.696209802,0.669056695,0,1
100528,0,Cash loans,F,N,Y,1,90000,675000,19867.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14608,,Medicine,,0.527756083,0.572682505,0,4
100529,0,Cash loans,F,N,Y,0,135000,269550,17820,225000,Family,Working,Higher education,Single / not married,With parents,-8857,Core staff,Self-employed,,0.229965786,,0,
100530,0,Cash loans,F,Y,Y,0,135000,770292,34807.5,688500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18035,Sales staff,Other,,0.445198613,,0,1
100531,0,Cash loans,F,Y,Y,2,112500,904500,25002,904500,Family,Working,Higher education,Married,Rented apartment,-12349,Core staff,Trade: type 3,0.360725996,0.657473426,0.417099668,0,2
100532,0,Cash loans,M,Y,Y,0,99000,277969.5,13086,229500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-18437,Labourers,Business Entity Type 3,,0.290608539,,0,
100533,0,Revolving loans,M,N,Y,0,121500,382500,19125,382500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15363,Labourers,Construction,0.625822912,0.795727094,,0,1
100534,0,Cash loans,F,N,N,0,157500,256500,14449.5,256500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-13986,Labourers,Business Entity Type 2,0.498334368,0.54345222,0.372333666,0,6
100535,0,Cash loans,M,Y,N,0,90000,225000,11619,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-20488,Labourers,Industry: type 9,0.618375196,0.541368038,,0,3
100536,0,Cash loans,F,Y,Y,2,99000,787131,42066,679500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14357,Sales staff,Agriculture,0.405907484,0.723492682,0.681705878,0,4
100537,0,Cash loans,F,N,Y,1,180000,1044724.5,37656,936000,Family,Working,Higher education,Married,House / apartment,-11418,Accountants,Medicine,0.175838659,0.457398039,0.396219572,0,2
100538,0,Cash loans,M,Y,N,1,157500,450000,24412.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16060,Security staff,Industry: type 3,0.456316903,0.413110793,0.093225095,0,2
100539,0,Cash loans,M,N,Y,0,184500,225000,22252.5,225000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-14678,Core staff,Military,0.650523374,0.729298867,0.773895694,0,4
100540,1,Cash loans,F,N,Y,1,157500,338832,26901,292500,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-9289,Medicine staff,Medicine,0.040683902,0.306505816,0.396219572,0,4
100541,1,Cash loans,F,Y,N,2,180000,900000,43299,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-10616,Sales staff,Self-employed,,0.084550056,0.144648146,0,1
100542,0,Cash loans,F,N,Y,0,112500,156339,11245.5,130500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16388,Medicine staff,Medicine,0.526414973,0.728170619,0.391054977,0,2
100543,0,Cash loans,F,N,Y,0,157500,225000,26703,225000,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,-20173,,XNA,,0.588042872,0.283711883,0,1
100544,0,Cash loans,F,N,Y,0,96750,252000,13176,252000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13583,Sales staff,Trade: type 3,0.389730862,0.034576337,0.215182404,0,0
100545,0,Cash loans,F,N,Y,0,144000,1012500,29736,1012500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19058,,Emergency,,0.682751251,0.556727426,0,3
100546,0,Cash loans,M,N,Y,0,67500,508495.5,21672,454500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-23539,,XNA,,0.162192106,0.551381262,0,0
100547,1,Cash loans,M,Y,N,0,211500,450000,21888,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10037,High skill tech staff,Other,,0.220604763,0.273564678,0,3
100549,0,Cash loans,F,N,Y,0,225000,545040,28350,450000,Other_A,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16540,Private service staff,Trade: type 3,,0.19373304,,0,2
